"ticker","asset_type","theme_1","theme_2","theme_3"
"RVMD","stock","biotech_innovation","",""
"RVTY","stock","diagnostics_tools","",""
"RXRX","stock","biotech_innovation","biotech","ai_apps"
"RXT","stock","defense_aerospace","",""
"S","stock","cybersecurity","",""
"SAIA","stock","transport_logistics","",""
"SAIC","stock","defense_aerospace","",""
"SAIL","stock","enterprise_software","ai_apps_agents","cybersecurity"
"SANM","stock","electronics_components","",""
"SAP","stock","business_apps","enterprise_software",""
"SATL","stock","space_satellites","",""
"SBAC","stock","real_estate_reits","datacenter_reits_towers",""
"SBET","stock","crypto_infrastructure","",""
"SBUX","stock","restaurants_food","restaurants","consumer"
"SCCO","stock","copper_metals","copper",""
"SCHW","stock","banks_brokers_exchanges","asset_managers","fintech"
"SE","stock","consumer_internet_marketplaces","",""
"SEDG","stock","renewables_storage","solar","energy"
"SERV","stock","defense_aerospace","",""
"SG","stock","restaurants_food","obesity_glp1_health",""
"SGHC","stock","gaming_sports_betting","",""
"SGML","stock","lithium_battery_materials","",""
"SGMO","stock","biotech_innovation","",""
"SHAK","stock","restaurants_food","",""
"SHEL","stock","oil_integrated","oil_gas","energy"
"SHLS","stock","renewables_storage","",""
"SHOP","stock","enterprise_software","consumer_internet_marketplaces",""
"SLB","stock","oil_services","energy",""
"SLV","etf","etf_benchmarks","silver",""
"SMCI","stock","semis_compute","ai_infrastructure","data_centers"
"SMH","etf","etf_benchmarks","",""
"SMR","stock","nuclear_uranium","nuclear","energy"
"SNAP","stock","digital_ads_media","consumer_internet","ai_apps"
"SNDK","stock","memory","storage","semis_compute"
"SNOW","stock","enterprise_software","cloud","cloud_neocloud"
"SNY","stock","pharma_largecap","",""
"SO","stock","power_grid_electrification","utilities_yield",""
"SOFI","stock","fintech_payments","fintech",""
"SONY","stock","streaming_entertainment","",""
"SOUN","stock","ai_apps_agents","ai_apps",""
"SPCE","stock","space_satellites","",""
"SPG","stock","real_estate_reits","",""
"SPIR","stock","aerospace","",""
"SPOT","stock","digital_ads_media","streaming_entertainment",""
"SPY","etf","etf_benchmarks","market",""
"SQM","stock","lithium_battery_materials","",""
"SRAD","stock","gaming_sports_betting","",""
"SRE","stock","power_grid_electrification","utilities_yield",""
"SSYS","stock","additive_manufacturing","",""
"STEM","stock","renewables_storage","",""
"STLD","stock","copper_metals","",""
"STM","stock","semis_compute","",""
"STNE","stock","fintech_payments","",""
"STX","stock","semis_compute","memory_storage","storage"
"SVM","stock","gold_silver_miners","silver",""
"SYK","stock","medtech_devices","medtech",""
"SYM","stock","robotics","",""
"T","stock","streaming_entertainment","",""
"TBLA","stock","digital_ads_media","",""
"TCEHY","stock","gaming_sports_betting","",""
"TCOM","stock","consumer_internet_marketplaces","china_internet","travel"
"TDG","stock","defense_aerospace","aerospace","defense"
"TDOC","stock","healthcare","",""
"TE","stock","renewables_storage","",""
"TEAM","stock","enterprise_software","workflow_software","dev_tools"
"TECH","stock","diagnostics_tools","biotech_innovation",""
"TECK","stock","copper_metals","copper",""
"TEL","stock","electronics_components","",""
"TEM","stock","ai_apps_agents","",""
"TENB","stock","cybersecurity","",""
"TER","stock","semicap_equipment","semis","advanced_packaging"
"TEX","stock","industrial_automation","",""
"TFC","stock","regional_banks","",""
"TGB","stock","copper_metals","",""
"TGT","stock","retail_consumer","retail","consumer_staples"
"TGTX","stock","biotech_innovation","",""
"TIGR","stock","china_internet","",""
"TLN","stock","power_grid_electrification","utilities_yield",""
"TLRY","stock","retail_consumer","",""
"TLT","etf","etf_benchmarks","long_bonds",""
"TM","stock","autos","",""
"TMC","stock","rare_earth_critical_minerals","copper_metals",""
"TMDX","stock","medtech_devices","",""
"TME","stock","china_internet","consumer_internet",""
"TMO","stock","diagnostics_tools","medtech","pharma"
"TNDM","stock","medtech_devices","",""
"TOL","stock","homebuilders_housing","",""
"TOST","stock","fintech_payments","",""
"TPR","stock","apparel_beauty_lifestyle","",""
"TREX","stock","construction_infrastructure","homebuilders_housing",""
"TRGP","stock","oil_gas","",""
"TRIP","stock","airlines_travel","",""
"TRMB","stock","datacenter_infra","power_grid_electrification",""
"TROW","stock","asset_managers_alts","asset_managers",""
"TRV","stock","insurance","",""
"TSLA","stock","mega_cap_platforms","autos","robotics"
"TSM","stock","semis_compute","semis","ai_infrastructure"
"TSN","stock","agriculture_food_inputs","",""
"TT","stock","datacenter_infra","power_grid_electrification",""
"TTD","stock","digital_ads_media","",""
"TTE","stock","oil_integrated","oil_gas","energy"
"TTEK","stock","datacenter_infra","power_grid_electrification",""
"TTWO","stock","gaming_sports_betting","",""
"TVTX","stock","biotech_innovation","",""
"TWLO","stock","enterprise_software","",""
"TXG","stock","diagnostics_tools","",""
"TXN","stock","semis_compute","semis","autos"
"TXRH","stock","restaurants_food","restaurants","consumer"
"TXT","stock","defense_aerospace","drones_autonomy",""
"TYL","stock","vertical_software","business_apps",""
"U","stock","enterprise_software","gaming_sports_betting","creative_software"
"UAA","stock","apparel_beauty_lifestyle","",""
"UAL","stock","transport_logistics","airlines_travel",""
"UBER","stock","transport_logistics","consumer_internet_marketplaces","airlines_travel"
"UCTT","stock","semicap_equipment","",""
"UEC","stock","nuclear_uranium","uranium","nuclear"
"UI","stock","networking_optical","",""
"UMAC","stock","drones_autonomy","",""
"UMC","stock","semis_compute","",""
"UNH","stock","managed_care_insurance","managed_care","healthcare"
"UPS","stock","transport_logistics","",""
"UPST","stock","fintech_payments","",""
"URA","etf","etf_benchmarks","",""
"URI","stock","construction_infrastructure","",""
"URNM","etf","etf_benchmarks","",""
"USAS","stock","gold_silver_miners","copper_metals",""
"USB","stock","regional_banks","",""
"USO","etf","etf_benchmarks","oil_exploration",""
"UUUU","stock","nuclear_uranium","rare_earth_critical_minerals","uranium"
"V","stock","fintech_payments","payments","fintech"
"VALE","stock","copper_metals","",""
"VECO","stock","semicap_equipment","",""
"VEEV","stock","vertical_software","business_apps","healthcare"
"VELO","stock","additive_manufacturing","defense_aerospace","space_satellites"
"VFC","stock","apparel_beauty_lifestyle","",""
"VIAV","stock","networking_optical","",""
"VICI","stock","real_estate_reits","",""
"VIK","stock","airlines_travel","",""
"VISN","stock","semis_compute","",""
"VLY","stock","banks_brokers_exchanges","",""
"VMC","stock","construction_infrastructure","",""
"VOYG","stock","crypto_infrastructure","",""
"VRT","stock","data_centers","datacenter_infra","power_grid_electrification"
"VRTX","stock","pharma_largecap","biotech",""
"VSAT","stock","space_satellites","",""
"VST","stock","power_grid_electrification","utilities_yield","nuclear_uranium"
"WBD","stock","digital_ads_media","streaming_entertainment",""
"WCC","stock","datacenter_infra","power_grid_electrification",""
"WDAY","stock","enterprise_software","workflow_software","business_apps"
"WDC","stock","storage","memory_storage","memory"
"WEC","stock","power_grid_electrification","utilities_yield",""
"WELL","stock","real_estate_reits","",""
"WFC","stock","banks_brokers_exchanges","mega_banks",""
"WGS","stock","biotech_innovation","diagnostics_tools",""
"WING","stock","restaurants_food","",""
"WMB","stock","oil_gas","natural_gas","energy"
"WMG","stock","digital_ads_media","streaming_entertainment",""
"WMT","stock","retail_consumer","consumer_staples","retail"
"WOOF","stock","retail_consumer","",""
"WPM","stock","gold","silver",""
"WRBY","stock","apparel_beauty_lifestyle","",""
"WULF","stock","cloud_neocloud","crypto_infrastructure",""
"WW","stock","obesity_glp1_health","",""
"WY","stock","real_estate_reits","",""
"XEL","stock","power_grid_electrification","utilities_yield",""
"XHB","etf","etf_benchmarks","",""
"XLB","etf","etf_benchmarks","",""
"XLC","etf","etf_benchmarks","",""
"XLE","etf","etf_benchmarks","oil_integrated",""
"XLF","etf","etf_benchmarks","",""
"XLI","etf","etf_benchmarks","",""
"XLK","etf","etf_benchmarks","",""
"XLP","etf","etf_benchmarks","",""
"XLRE","etf","etf_benchmarks","",""
"XLU","etf","etf_benchmarks","",""
"XLV","etf","etf_benchmarks","pharma",""
"XLY","etf","etf_benchmarks","",""
"XOM","stock","oil_gas","oil_integrated","energy"
"XPEV","stock","china_internet","",""
"XPO","stock","transport_logistics","",""
"XRAY","stock","medtech_devices","",""
"XYL","stock","datacenter_infra","power_grid_electrification",""
"XYZ","stock","fintech_payments","payments","fintech"
"YMM","stock","china_internet","",""
"YPF","stock","oil_gas","",""
"YUM","stock","restaurants_food","restaurants","consumer"
"Z","stock","consumer_internet_marketplaces","",""
"ZBRA","stock","robotics","",""
"ZETA","stock","ai_apps_agents","",""
"ZM","stock","enterprise_software","workflow_software","cloud"
"ZS","stock","cybersecurity","cloud",""
"ZTO","stock","china_internet","",""
