theme,other_theme,return_corr
fintech_payments,restaurants_food,0.7103248137128673
digital_ads_media,vertical_software,0.7103170672015485
growth,medtech_devices,0.709995926742179
asset_managers_alts,medtech_devices,0.709953378155865
aerospace,industrial_automation,0.7098415425253036
data_centers,mega_cap_platforms,0.7097941378555629
asset_managers_alts,retail_consumer,0.709776131115411
data_centers,datacenter_infra,0.7091986476091495
consumer_internet_marketplaces,vertical_software,0.7091262619216978
semis_compute,streaming_entertainment,0.708850945226598
autos,digital_ads_media,0.7082372130601098
advanced_packaging,mega_cap_platforms,0.7080535231433666
consumer_internet,enterprise_software,0.7079767055310168
defense,drones_autonomy,0.7078555503586241
consumer_internet_marketplaces,dev_tools,0.7077001258074848
mega_cap_platforms,semicap_equipment,0.7073884262615524
defense_aerospace,robotics,0.7067896380986983
asset_managers,networking,0.7066428092974644
diagnostics_tools,vertical_software,0.7063608099620364
creative_software,semis_compute,0.7062997804453753
medtech,payments,0.7062532878720419
asset_managers,defense,0.706179188232615
apparel_beauty_lifestyle,fintech,0.7061024739719898
homebuilders_housing,transport_logistics,0.7059494086100857
apparel_beauty_lifestyle,streaming_entertainment,0.7055714718525993
drones_autonomy,fintech,0.7050611008234968
datacenter_infra,real_estate_reits,0.7048967952655764
payments,semis_compute,0.7042566204512846
consumer_internet_marketplaces,diagnostics_tools,0.7042318031413686
ai_apps_agents,semis_compute,0.7042205877114606
ai_infrastructure,networking_optical,0.7041816052672039
electronics_components,mega_cap_platforms,0.7040668479106336
autos,consumer_internet_marketplaces,0.7037427023166875
banks_brokers_exchanges,fintech_payments,0.7035882069165378
airlines_travel,asset_managers,0.7035021060204971
business_apps,robotics,0.7034329628701249
business_apps,gaming_sports_betting,0.7033098080905442
consumer_internet_marketplaces,small_caps,0.7032665665713935
memory,networking_optical,0.703068353972785
drones_autonomy,semis_compute,0.7028010398032083
advanced_packaging,robotics,0.702687174638088
fintech,medtech_devices,0.7023440407353783
datacenter_infra,memory_storage,0.7021643216660148
construction_infrastructure,storage,0.7021053157379971
small_caps,space_satellites,0.7020019900662741
power_grid_electrification,retail_consumer,0.7018523545066532
business_apps,diagnostics_tools,0.7018216424536894
autos,drones_autonomy,0.7018051547537393
banks_brokers_exchanges,energy,0.7015193021787077
market,regional_banks,0.7014482323933422
market,utilities_yield,0.7014339324357679
networking_optical,power_grid_electrification,0.7012196204538886
enterprise_software,small_caps,0.7010661455611659
power_grid_electrification,semis,0.7007782229147028
industrial_automation,real_estate_reits,0.700752937746445
diagnostics_tools,fintech,0.7007105103484256
ai_apps_agents,consumer_internet,0.7004136476064255
